Parent Cell,x,y,z,Daughter Cell A,x,y,z,Daughter Cell B,x,y,z
ABpraapaa,307.0279614,281.3922726125,15.4191793975,ABpraapaap,273.2215261,283.3816138,15.71342791,ABpraapaaa,243.2372684,280.4860987,15.91162179
ABpraapaaa,243.23726835,280.486098675,15.9116217925,,,,,,,,
ABpraapaap,273.2215261,283.3816138375,15.7134279075,,,,,,,,
ABpraapap,342.6860791125,281.2171291375,15.46727931375,ABpraapapp,315.9045692,286.6775614,15.76923006,ABpraapapa,291.894195,286.6171346,15.84442331
ABpraapapa,291.894194975,286.6171346,15.84442331125,,,,,,,,
ABpraapapp,315.9045691625,286.6775613875,15.76923005875,,,,,ABpraapappp,265.0972222,305.625,16.12638889
ABpraapappp,265.097222233333,305.625,16.126388889,,,,,,,,
ABpraappa,360.637428025,282.52580735,15.16749661625,ABpraappp,398.5198884,279.9459938,15.0986842,ABpraappa,360.637428,282.5258074,15.16749662
ABpraappp,398.51988835,279.9459937875,15.0986842025,,,,,,,,
ABprapaaa,377.86907115,280.8660846875,15.53964715125,ABprapaaap,385.1743825,278.6362604,15.3236005,,,,
ABprapaaaa,361.994441875,281.0437966625,15.33521981125,,,,,ABprapaaaap,348.9450758,232.2619048,7.124107143
ABprapaaaap,348.945075766667,232.261904766667,7.124107143,,,,,,,,
ABprapaaap,385.17438245,278.636260425,15.32360049625,,,,,ABprapaaapa,371.1357857,278.6988824,14.13715066
ABprapaaapa,371.135785725,278.6988824,14.13715066,,,,,,,,
ABprapaap,415.95299635,280.1334727125,15.5739201625,,,,,,,,
ABprapapa,451.1415924375,278.251889575,15.33475914375,,,,,ABprapapaa,473.3776138,274.7381426,15.42122138
ABprapapaa,473.377613775,274.7381426125,15.421221375,,,,,,,,
ABprapapp,484.180415925,272.1804094875,15.25043192375,,,,,ABprapappp,514.6906251,266.2558569,15.15000404
ABprapappp,514.6906250875,266.2558568625,15.15000404375,,,,,,,,
ABprapapppp,597.928024066667,259.993842366667,14.7443760266667,,,,,ABprapapppp,597.9280241,259.9938424,14.74437603
ABprapappppa,0,0,0,,,,,,,,
ABprappaa,434.2275040375,278.811199625,14.9677297925,,,,,,,,
ABprappap,467.5914143125,274.8727194875,14.99446652,,,,,,,,
ABprapppa,480.8926754375,271.972529875,14.98856846125,ABprapppap,485.7140251,266.3896097,15.43304144,ABprapppaa,468.4833209,269.9279042,15.46408902
ABprapppaa,468.4833209375,269.9279042,15.4640890225,,,,,,,,
ABprapppap,485.714025125,266.389609675,15.43304143625,,,,,ABprapppapp,557.9912281,230.5593395,17.63152735
ABprapppapp,557.9912281,230.5593395,17.631527345,,,,,,,,
ABprapppp,497.803467925,266.008252425,14.98859792375,,,,,,,,
ABprpaaaa,302.871025425,275.964386225,14.75651109625,ABprpaaaap,303.3365917,280.6642845,14.77844756,ABprpaaaaa,277.5405497,277.4615607,14.81865611
ABprpaaaaa,277.5405497125,277.461560725,14.81865611,ABprpaaaap,303.3365917,280.6642845,14.77844756,ABprpaaaa,302.8710254,275.9643862,14.7565111
ABprpaaaap,303.336591725,280.6642845125,14.77844755625,ABprpaaaap,303.3365917,280.6642845,14.77844756,,,,
ABprpaaap,336.4804204,279.6651175875,14.82661463,ABprpaaapp,331.0380826,282.889621,14.92352025,ABprpaaapa,308.2220739,282.2228175,15.04016088
ABprpaaapa,308.222073875,282.2228175125,15.04016087875,,,,,,,,
ABprpaaapp,331.0380825625,282.889621025,14.92352025,,,,,ABprpaaappa,316.4833334,375.975,9.76
ABprpaaappa,316.48333335,375.975,9.76,,,,,,,,
ABprpaapa,337.608259125,280.8334530625,14.88907469375,ABprpaapap,312.9236718,288.1156801,15.15493424,ABprpaapaa,288.5794896,284.2458635,15.0107826
ABprpaapaa,288.57948955,284.2458635125,15.01078260125,,,,,,,,
ABprpaapap,312.9236718,288.1156801,15.15493423875,,,,,,,,
ABprpaapp,371.3023563,280.697377575,14.87553621,ABprpaappp,354.6647095,287.0399003,15.05825014,ABprpaappa,334.0230949,286.61401,15.13622495
ABprpaappa,334.0230949125,286.6140100375,15.13622495125,,,,,,,,
ABprpaappp,354.6647094875,287.03990025,15.0582501375,,,,,ABprpaapppp,322.3378378,394.8648649,11.32387387
ABprpaapppp,322.337837833333,394.864864866667,11.3238738733333,,,,,,,,
ABprpapaa,353.2380534125,270.8754051625,14.5605006125,ABprpapaap,358.8336193,274.3515315,14.40279528,ABprpapaaa,334.1566465,272.7257586,14.36325578
ABprpapaaa,334.1566464875,272.7257586375,14.3632557775,,,,,,,,
ABprpapaap,358.83361925,274.35153145,14.40279528125,,,,,,,,
ABprpapap,374.349602875,268.7215373125,14.57011324,ABprpapapp,396.4181472,267.7891896,14.31535444,ABprpapapa,369.9751442,269.729017,14.31279451
ABprpapapa,369.97514415,269.72901695,14.312794505,,,,,,,,
ABprpapapp,396.4181472,267.789189575,14.31535443625,,,,,,,,
ABprpappa,381.6623097625,264.397168875,14.4464844775,ABprpappap,375.8772636,257.8500229,14.31485597,ABprpappaa,347.3847188,261.6034751,14.34993961
ABprpappaa,347.3847188,261.60347505,14.34993961375,,,,,,,,
ABprpappap,375.877263575,257.8500229125,14.31485597,,,,,,,,
ABprpappp,413.3059654875,264.33757235,14.6129635475,ABprpapppp,434.17227,255.7487614,14.30352931,ABprpapppa,402.5929473,259.7039206,14.14763708
ABprpapppa,402.592947275,259.7039206,14.14763707625,,,,,,,,
ABprpapppp,434.1722700375,255.74876135,14.3035293125,,,,,,,,
ABprppaaa,372.1946377875,275.894744625,14.8093525175,,,,,ABprppaaaa,339.4342798,277.0681966,14.93202046
ABprppaaaa,339.434279825,277.0681965625,14.93202045625,,,,,,,,
ABprppaap,400.429984625,273.7843396625,14.7293341425,ABprppaapp,409.5426892,271.325078,14.79060649,ABprppaapa,383.4055973,273.556619,14.81644559
ABprppaapa,383.4055972625,273.55661895,14.8164455925,,,,,,,,
ABprppaapp,409.5426891875,271.32507795,14.79060648875,,,,,,,,
ABprppapa,413.375260025,274.742218575,14.76283622625,ABprppapap,403.656475,277.305592,14.9916778,ABprppapaa,375.7988731,277.7465502,15.04909502
ABprppapaa,375.7988731125,277.7465501625,15.049095015,,,,,ABprppapaaa,420.48406,302.7939522,15.31017346
ABprppapaaa,420.48406,302.7939522,15.3101734633333,,,,,,,,
ABprppapap,403.656474975,277.30559195,14.99167780375,,,,,,,,
ABprppapp,443.1717618375,273.279247875,14.88879144125,ABprppappp,449.8560222,275.6275194,15.03099619,ABprppappa,422.3986231,276.7513651,14.90786058
ABprppappa,422.3986230625,276.7513650875,14.90786058125,,,,,,,,
ABprppappp,449.8560221625,275.6275193625,15.030996185,,,,,,,,
ABprpppaa,450.732057175,272.749080975,14.81723515875,ABprpppaap,463.4692484,268.8902714,15.06046356,ABprpppaa,450.7320572,272.749081,14.81723516
ABprpppaaa,434.774937975,271.64853515,14.9600637675,,,,,,,,
ABprpppaap,463.469248375,268.8902713875,15.06046355625,,,,,,,,
ABprpppap,478.5368259375,268.1938882375,14.8293772725,,,,,ABprpppapa,475.7599371,263.9555497,15.05218125
ABprpppapa,475.75993705,263.955549725,15.05218124625,,,,,,,,
ABprppppa,442.1181402375,266.0818458375,14.7722428625,ABprppppap,440.6901408,251.584507,16.65267606,ABprppppaa,421.8626848,266.0564249,14.71231376
ABprppppaa,421.862684814286,266.056424928571,14.7123137585714,,,,,,,,
ABprppppaa,410.7893615,264.8298404,15.656957745,,,,,,,,
ABprppppap,444.7821691875,265.7089779125,14.75143486375,,,,,,,,
ABprppppap,440.6901408,251.584507,16.65267606,,,,,,,,
ABprppppp,464.1620801875,260.91860135,14.8889215425,ABprpppppp,479.2724521,254.3967674,14.83664078,ABprpppppa,455.5196272,257.8878095,14.71048991
ABprpppppa,455.5196272375,257.887809475,14.71048991,,,,,,,,
ABprpppppa,449.2986627,253.5200594,16.71396731,,,,,,,,
ABprpppppp,479.272452075,254.39676735,14.83664077875,,,,,,,,
Capaaa,406.5180164125,238.4653414,14.93608924875,,,,,,,,
Capaap,423.476238325,247.0627084125,14.73701584875,,,,,,,,
Capapa,440.4697373375,240.9489884625,14.88916849875,,,,,,,,
Capapp,455.3003498625,245.72682065,14.70767445875,,,,,,,,
Cappaa,442.1926999375,240.07421575,14.95641489875,,,,,,,,
Cappap,461.7716345125,241.131799975,14.83170089125,,,,,,,,
Capppa,482.4376588625,241.6205799125,15.0826916525,,,,,,,,
Capppp,479.4749927125,247.8481163125,14.65821311875,,,,,,,,
Cppaaa,424.4039866,264.6075916,14.8188005,,,,,,,,
Cppaap,443.3877492375,259.4853679625,14.73790423375,,,,,,,,
Cppapa,443.9930557625,261.78469845,14.86133068625,,,,,,,,
Cppapp,460.386079925,254.5277788125,14.62135195125,,,,,,,,
Cpppaa,451.214236925,265.71219865,15.21766898,,,,,,,,
Cpppap,475.8712328625,263.2379428125,14.976535855,,,,,,,,
Cppppa,490.493075875,261.2426913,14.94806100375,,,,,,,,
Cppppp,491.3995387375,253.35975535,14.8067006075,,,,,,,,
Dappa,408.9923808375,236.096441325,15.42467430875,,,,,,,,
Dappp,443.8451130375,233.9233333625,14.930511145,,,,,,,,
Dpppa,404.4281936625,276.1415767625,15.1223468425,,,,,,,,
Dpppp,446.3487174,271.2157985125,14.417805305,,,,,,,,
MSaaaaa,216.4393961125,251.9198681875,14.96679815875,MSaaaaap,222.0243439,252.0230987375,15.24879616375,MSaaaaaa,199.1234724,253.7780781,15.11830085
MSaaaaaa,199.1234723875,253.7780781,15.11830084875,,,,,,,,
MSaaaaaa,0,0,0,,,,,,,,
MSaaaaap,222.0243439,252.0230987375,15.24879616375,,,,,MSaaaaapa,163.7845238,255.5472222,15.97515873
MSaaaaap,0,0,0,,,,,,,,
MSaaaaapa,163.784523816667,255.547222233333,15.97515873,,,,,,,,
MSaaaap,234.5325782875,256.5939721125,15.22064729875,MSaaaapp,270.038843375,252.1202626125,15.34984024375,MSaaaapa,241.9816988,254.3332349,15.64814651
MSaaaapa,241.981698828571,254.3332349,15.6481465128571,,,,,,,,
MSaaaapa,243.1364421,250.1848014,13.9044905,,,,,,,,
MSaaaapp,270.038843375,252.1202626125,15.34984024375,,,,,,,,
MSaaaapp,0,0,0,,,,,,,,
MSaaapa,267.9601350375,250.077176475,14.84283058125,MSaaapap,280.5681154,250.5226245625,14.84189768375,MSaaapaa,254.7324913,248.624127,15.03874797
MSaaapaa,254.7324912625,248.62412695,15.03874796625,,,,,,,,
MSaaapaa,254.6122779,250.361874,14.55605816,,,,,,,,
MSaaapap,280.5681154,250.5226245625,14.84189768375,,,,,,,,
MSaaapap,282.9209677,252.8112903,14.17951613,,,,,,,,
MSaaapp,297.67013495,250.83649625,14.794272465,,,,,,,,
MSaapaa,305.8444620875,242.0725484,14.54770154125,MSaapaap,319.187165075,245.882556275,14.607298915,MSaapaaa,297.1480071,242.5485675,14.54476832
MSaapaaa,297.148007125,242.5485675125,14.54476831625,,,,,,,,
MSaapaaa,297.949464,252.5543645,15.37411945,,,,,,,,
MSaapaap,319.187165075,245.882556275,14.607298915,,,,,MSaapaapa,311.832094,229.6678205,14.94918804
MSaapaap,319.9800613,250.9662577,14.72407975,,,,,,,,
MSaapaapa,311.832094016667,229.667820516667,14.949188035,,,,,,,,
MSaapap,342.663158125,243.13296855,14.41691363625,MSaapapp,353.025700025,243.6000432625,14.5418844625,MSaapapa,322.4255404,245.1281447,14.51634126
MSaapapa,322.425540425,245.128144725,14.5163412625,,,,,,,,
MSaapapp,353.025700025,243.6000432625,14.5418844625,,,,,,,,
MSaappa,361.2053665875,244.36362045,14.25197090125,,,,,,,,
MSaappp,380.3678003,240.5282224125,14.49010840625,MSaapppp,398.5687151,226.9698386625,13.9978575225,MSaapppa,365.7540003,224.6740271,14.01671505
MSaapppa,365.7540003125,224.6740270625,14.01671504875,,,,,,,,
MSaapppp,398.5687151,226.9698386625,13.9978575225,,,,,,,,
MSapaaa,248.67578315,238.6793699375,15.11826244,,,,,MSapaaaa,223.1369071,241.8583125,15.0323648
MSapaaaa,223.1369071125,241.8583124875,15.03236479875,,,,,,,,
MSapaap,275.273305925,238.9830446,14.9139775325,,,,,,,,
MSapapa,292.265874225,235.9893687875,15.06149186125,,,,,,,,
MSapapp,323.989770575,238.0699362625,15.1639649475,,,,,,,,
MSappaa,325.207454925,237.6725859875,14.80291600125,,,,,,,,
MSappap,350.3766958125,235.907514,14.6380548875,,,,,,,,
MSapppa,339.8781895125,231.8999835,15.02152922625,,,,,,,,
MSapppp,372.4339253125,235.2146039875,15.12550613875,,,,,,,,
MSpaaaa,242.62305575,260.707770375,14.9539164825,MSpaaaap,245.093255875,261.9562120375,15.11547646625,MSpaaaaa,216.1000234,262.9460553,15.13483565
MSpaaaaa,216.10002335,262.9460553375,15.13483564625,,,,,,,,
MSpaaaap,245.093255875,261.9562120375,15.11547646625,,,,,,,,
MSpaaap,278.7370432125,262.5159757375,14.96014125125,MSpaaapp,288.6489226,261.6942144625,15.19626358375,MSpaaapa,260.1679905,263.9755565,15.2711739
MSpaaapa,260.167990475,263.9755564875,15.27117389625,,,,,,,,
MSpaaapp,288.6489226,261.6942144625,15.19626358375,,,,,,,,
MSpaapa,290.67795415,260.99948935,14.7323794975,MSpaapap,294.452425725,264.781950375,14.9103102475,MSpaapaa,265.9657408,264.0525458,15.04987658
MSpaapaa,265.9657408375,264.0525457625,15.04987657875,,,,,,,,
MSpaapap,294.452425725,264.781950375,14.9103102475,,,,,,,,
MSpapaa,332.4668596875,252.4044504625,14.4306222375,MSpapaap,339.6177201,255.910966,14.45212941875,MSpapaaa,314.1334369,253.6684373,14.35942721
MSpapaaa,314.1334369375,253.6684373125,14.359427205,,,,,,,,
MSpapaap,339.6177201,255.910966,14.45212941875,,,,,Mspapaapa,331.3239316,282.0066239,14.59788462
MSpapaapa,331.323931633333,282.006623933333,14.597884615,,,,,,,,
MSpapap,367.0615741375,252.1530818125,14.44580508125,MSpapapp,369.297496575,253.0882384,14.38015163625,MSpapapa,345.0988499,254.2818127,14.28586002
MSpapapa,345.0988499375,254.281812675,14.2858600175,,,,,,,,
MSpapapp,369.297496575,253.0882384,14.38015163625,,,,,,,,
MSpappa,383.93321035,251.397433825,14.34974254375,,,,,,,,
MSpappp,405.0623209875,252.74957805,14.41443156875,MSpapppp,411.6451719,260.675868271429,14.2765932042857,MSpapppa,387.6895866,264.2695707,14.64206295
MSpapppa,387.689586642857,264.269570657143,14.6420629528571,,,,,,,,
MSpapppp,411.6451719,260.675868271429,14.2765932042857,,,,,,,,
MSppaaa,259.16713005,269.7302129375,14.9018442025,,,,,,,,
MSppaap,294.3275064375,269.1533070625,14.88640699625,,,,,,,,
MSppapa,308.110918325,272.673378025,14.94709137125,,,,,MSppapaa,274.7147701,276.8862033,15.1166963
MSppapaa,274.7147701125,276.88620325,15.11669629875,,,,,,,,
MSppapp,334.536745775,273.5620462875,15.078584005,,,,,,,,
MSpppaa,330.8214113875,266.8876260625,14.6898017225,,,,,,,,
MSpppap,361.4226916125,268.5623118375,14.66990350625,,,,,,,,
MSppppa,348.9259686,275.1700697,14.9894579925,,,,,,,,
MSppppp,378.1478399,273.880248825,15.041435145,,,,,,,,
